REGION TYPE,YEAR,WEEK,TOTAL SPECIMENS,A (2009 H1N1),A (H3),A (no subtype),B,H3N2v,A (H5),CTR_A (2009 H1N1),CTR_A (H3),CTR_A_not_determined,CTR_B,CTR_H3N2v,CTR_A (H5)
National,2020,48,11230,2,0,6,2,0,0,0.000178094,0,0.000534283,0.000178094,0,0
National,2020,49,17684,0,0,5,4,0,0,0,0,0.000282741,0.000226193,0,0
National,2020,50,16500,3,3,8,1,0,0,0.000181818,0.000181818,0.000484848,6.06E-05,0,0
National,2020,51,15179,0,0,5,4,0,0,0,0,0.000329402,0.000263522,0,0
National,2020,52,12475,0,0,2,2,0,0,0,0,0.000160321,0.000160321,0,0
National,2020,53,11282,1,2,6,3,0,0,8.86E-05,0.000177274,0.000531821,0.00026591,0,0
National,2021,1,17564,0,2,6,3,0,0,0,0.000113869,0.000341608,0.000170804,0,0
National,2021,2,15700,0,1,4,3,1,0,0,6.37E-05,0.000254777,0.000191083,6.37E-05,0
National,2021,3,13900,0,1,2,1,0,0,0,7.19E-05,0.000143885,7.19E-05,0,0
National,2021,4,13218,1,0,2,1,0,0,7.57E-05,0,0.000151309,7.57E-05,0,0
National,2021,5,16294,0,0,4,3,0,0,0,0,0.000245489,0.000184117,0,0
National,2021,6,17146,0,0,2,1,0,0,0,0,0.000116645,5.83E-05,0,0
National,2021,7,13415,0,0,3,1,0,0,0,0,0.00022363,7.45E-05,0,0
National,2021,8,16609,1,1,1,5,0,0,6.02E-05,6.02E-05,6.02E-05,0.000301042,0,0
National,2021,9,14811,0,0,2,0,0,0,0,0,0.000135035,0,0,0
National,2021,10,16938,1,0,1,1,0,0,5.90E-05,0,5.90E-05,5.90E-05,0,0
National,2021,11,14622,0,1,4,2,0,0,0,6.84E-05,0.00027356,0.00013678,0,0
National,2021,12,14940,0,0,1,0,0,0,0,0,6.69E-05,0,0,0
National,2021,13,13875,0,0,5,1,0,0,0,0,0.00036036,7.21E-05,0,0
National,2021,14,14151,1,0,0,0,0,0,7.07E-05,0,0,0,0,0
National,2021,15,15543,1,1,3,2,0,0,6.43E-05,6.43E-05,0.000193013,0.000128675,0,0
National,2021,16,12397,0,0,0,1,0,0,0,0,0,8.07E-05,0,0
National,2021,17,12801,0,0,1,0,0,0,0,0,7.81E-05,0,0,0
National,2021,18,10803,0,0,0,0,0,0,0,0,0,0,0,0
National,2021,19,9396,0,0,0,0,0,0,0,0,0,0,0,0
National,2021,20,10065,0,0,1,0,0,0,0,0,9.94E-05,0,0,0
National,2021,21,8870,0,0,0,0,0,0,0,0,0,0,0,0
National,2021,22,6798,1,0,2,1,0,0,0.000147102,0,0.000294204,0.000147102,0,0
National,2021,23,5627,0,0,2,0,0,0,0,0,0.000355429,0,0,0
National,2021,24,5571,0,1,0,0,0,0,0,0.000179501,0,0,0,0
National,2021,25,6290,1,0,0,0,0,0,0.000158983,0,0,0,0,0
National,2021,26,7281,0,0,1,0,0,0,0,0,0.000137344,0,0,0
National,2021,27,6687,1,1,2,1,0,0,0.000149544,0.000149544,0.000299088,0.000149544,0,0
National,2021,28,8934,0,3,3,1,0,0,0,0.000335796,0.000335796,0.000111932,0,0
National,2021,29,8550,0,2,0,0,0,0,0,0.000233918,0,0,0,0
National,2021,30,9265,1,1,1,0,0,0,0.000107933,0.000107933,0.000107933,0,0,0
National,2021,31,13519,0,2,3,0,0,0,0,0.00014794,0.00022191,0,0,0
National,2021,32,16102,0,1,2,0,1,0,0,6.21E-05,0.000124208,0,6.21E-05,0
National,2021,33,21728,0,3,2,1,0,0,0,0.000138071,9.20E-05,4.60E-05,0,0
National,2021,34,24120,1,0,5,3,0,0,4.15E-05,0,0.000207297,0.000124378,0,0
National,2021,35,24979,1,0,2,1,0,0,4.00E-05,0,8.01E-05,4.00E-05,0,0
National,2021,36,20964,0,0,6,1,0,0,0,0,0.000286205,4.77E-05,0,0
National,2021,37,21209,1,6,3,0,0,0,4.71E-05,0.000282899,0.000141449,0,0,0
National,2021,38,19881,3,22,6,0,0,0,0.000150898,0.001106584,0.000301796,0,0,0
National,2021,39,18072,0,38,2,1,0,0,0,0.0021027,0.000110668,5.53E-05,0,0
National,2021,40,19717,1,86,5,4,0,0,5.07E-05,0.004361718,0.000253588,0.000202871,0,0
National,2021,41,19250,0,93,2,8,1,0,0,0.004831169,0.000103896,0.000415584,5.19E-05,0
National,2021,42,24794,0,52,3,4,0,0,0,0.002097282,0.000120997,0.000161329,0,0
National,2021,43,24959,0,50,7,3,0,0,0,0.002003285,0.00028046,0.000120197,0,0
National,2021,44,24215,0,183,11,1,0,0,0,0.007557299,0.000454264,4.13E-05,0,0
National,2021,45,23094,0,213,48,3,0,0,0,0.009223175,0.002078462,0.000129904,0,0
National,2021,46,23971,2,452,77,5,0,0,8.34E-05,0.018856118,0.003212215,0.000208585,0,0
National,2021,47,16622,1,526,60,4,0,0,6.02E-05,0.031644808,0.003609674,0.000240645,0,0
National,2021,48,25542,1,836,136,4,0,0,3.92E-05,0.032730405,0.005324563,0.000156605,0,0
National,2021,49,29962,0,952,241,1,0,0,0,0.03177358,0.008043522,3.34E-05,0,0
National,2021,50,32805,0,1097,316,4,0,0,0,0.033440024,0.009632678,0.000121933,0,0
National,2021,51,33188,0,1022,287,3,0,0,0,0.030794263,0.008647704,9.04E-05,0,0
National,2021,52,43706,0,1016,506,6,0,0,0,0.023246236,0.011577358,0.000137281,0,0
National,2022,1,66341,0,814,344,8,0,0,0,0.012269939,0.00518533,0.000120589,0,0
National,2022,2,66684,0,635,393,2,0,0,0,0.009522524,0.005893468,3.00E-05,0,0
National,2022,3,49917,0,529,202,1,0,0,0,0.010597592,0.004046718,2.00E-05,0,0
National,2022,4,40883,0,403,189,5,0,0,0,0.009857398,0.004622948,0.0001223,0,0
National,2022,5,27696,0,387,121,3,0,0,0,0.013973137,0.004368862,0.000108319,0,0
National,2022,6,26692,0,488,147,2,0,0,0,0.018282632,0.005507268,7.49E-05,0,0
National,2022,7,22867,1,408,162,1,0,0,4.37E-05,0.017842306,0.007084445,4.37E-05,0,0
National,2022,8,18155,0,371,128,2,0,0,0,0.020435142,0.007050399,0.000110162,0,0
National,2022,9,17681,1,476,135,2,0,0,5.66E-05,0.026921554,0.007635315,0.000113116,0,0
National,2022,10,15973,0,489,109,0,0,0,0,0.030614161,0.006824016,0,0,0
National,2022,11,13891,3,474,131,0,0,0,0.000215967,0.034122813,0.009430567,0,0,0
National,2022,12,14380,0,603,98,1,0,0,0,0.041933241,0.006815021,6.95E-05,0,0
National,2022,13,13833,0,666,114,1,0,0,0,0.048145738,0.008241162,7.23E-05,0,0
National,2022,14,13517,0,615,96,1,0,0,0,0.045498261,0.007102168,7.40E-05,0,0
National,2022,15,13937,0,689,119,4,0,0,0,0.049436751,0.008538423,0.000287006,0,0
National,2022,16,14154,3,703,125,3,0,0,0.000211954,0.049667938,0.008831426,0.000211954,0,0
National,2022,17,14784,3,696,99,1,0,0,0.000202922,0.047077922,0.006696429,6.76E-05,0,0
National,2022,18,15465,3,741,92,1,0,0,0.000193986,0.047914646,0.005948917,6.47E-05,0,0
National,2022,19,15407,1,647,170,3,0,0,6.49E-05,0.041993899,0.011033946,0.000194717,0,0
National,2022,20,15694,4,623,149,1,0,0,0.000254874,0.039696699,0.009494074,6.37E-05,0,0
National,2022,21,15103,1,512,114,1,0,0,6.62E-05,0.03390055,0.007548169,6.62E-05,0,0
National,2022,22,14157,1,472,101,1,0,0,7.06E-05,0.033340397,0.00713428,7.06E-05,0,0
National,2022,23,15100,0,349,75,2,0,0,0,0.023112583,0.004966887,0.00013245,0,0
National,2022,24,15901,0,307,46,3,0,0,0,0.019306962,0.0028929,0.000188667,0,0
National,2022,25,17089,0,168,29,1,0,0,0,0.009830885,0.001696998,5.85E-05,0,0
National,2022,26,19211,1,76,25,1,0,0,5.21E-05,0.003956067,0.001301338,5.21E-05,0,0
National,2022,27,18863,0,85,12,1,0,0,0,0.004506176,0.000636166,5.30E-05,0,0
National,2022,28,20102,0,115,11,1,0,0,0,0.005720824,0.000547209,4.97E-05,0,0
National,2022,29,21097,1,42,9,4,0,0,4.74E-05,0.001990804,0.000426601,0.0001896,0,0
National,2022,30,21459,0,31,15,3,0,0,0,0.001444615,0.000699007,0.000139801,0,0
National,2022,31,18775,2,40,16,2,3,0,0.000106525,0.002130493,0.000852197,0.000106525,0.000159787,0
National,2022,32,15390,1,84,7,2,0,0,6.50E-05,0.00545809,0.000454841,0.000129955,0,0
National,2022,33,20736,6,67,7,1,0,0,0.000289352,0.003231096,0.000337577,4.82E-05,0,0
National,2022,34,18609,11,77,7,0,0,0,0.000591112,0.004137783,0.000376162,0,0,0
National,2022,35,16469,8,71,8,3,0,0,0.000485761,0.00431113,0.000485761,0.00018216,0,0
National,2022,36,11581,8,72,11,0,1,0,0.000690787,0.00621708,0.000949832,0,8.63E-05,0
National,2022,37,11629,5,68,8,5,0,0,0.00042996,0.00584745,0.000687935,0.00042996,0,0
National,2022,38,11300,17,110,10,7,0,0,0.001504425,0.009734513,0.000884956,0.000619469,0,0
National,2022,39,9961,25,112,18,3,0,0,0.002509788,0.011243851,0.001807047,0.000301175,0,0
National,2022,40,9129,39,239,19,3,0,0,0.0042721,0.026180305,0.002081279,0.000328623,0,0
National,2022,41,8523,66,364,23,3,0,0,0.007743752,0.042707967,0.00269858,0.000351989,0,0
National,2022,42,9405,114,449,33,4,1,0,0.012121212,0.047740564,0.003508772,0.000425306,0.000106326,0
National,2022,43,9449,230,706,51,2,0,0,0.0243412,0.074716901,0.005397397,0.000211663,0,0
National,2022,44,10311,316,917,175,4,0,0,0.030646882,0.088934148,0.016972166,0.000387935,0,0
National,2022,45,9508,323,1195,192,1,0,0,0.033971393,0.125683635,0.020193521,0.000105175,0,0
National,2022,46,11458,443,1557,339,4,0,0,0.038662943,0.135887589,0.029586315,0.000349101,0,0
National,2022,47,9795,461,1844,365,1,0,0,0.047064829,0.188259316,0.03726391,0.000102093,0,0
National,2022,48,12408,646,2086,661,1,0,0,0.052063185,0.168117344,0.053272083,8.06E-05,0,0
National,2022,49,11813,548,2013,585,2,0,0,0.046389571,0.170405485,0.049521713,0.000169305,0,0
National,2022,50,11451,535,1729,549,1,0,0,0.04672081,0.15099118,0.047943411,8.73E-05,0,0
National,2022,51,9465,456,1199,480,3,0,0,0.048177496,0.126677232,0.050713154,0.000316957,0,0
National,2022,52,8105,443,850,263,0,0,0,0.054657619,0.104873535,0.032449105,0,0,0
National,2023,1,8704,398,822,227,2,0,0,0.045726103,0.094439338,0.026079963,0.000229779,0,0
National,2023,2,8314,223,527,96,1,0,0,0.026822228,0.063387058,0.011546789,0.000120279,0,0
National,2023,3,7494,210,324,66,4,0,0,0.028022418,0.043234588,0.008807046,0.00053376,0,0
National,2023,4,6773,123,165,40,0,0,0,0.018160343,0.024361435,0.005905802,0,0,0
National,2023,5,6156,121,118,24,2,0,0,0.019655621,0.019168291,0.003898635,0.000324886,0,0
National,2023,6,7288,131,115,26,6,0,0,0.017974753,0.015779363,0.003567508,0.000823271,0,0
National,2023,7,7334,85,69,18,3,0,0,0.011589855,0.009408236,0.002454322,0.000409054,0,0
National,2023,8,6673,61,60,17,4,0,0,0.009141316,0.008991458,0.00254758,0.000599431,0,0
National,2023,9,7123,75,53,13,8,0,0,0.010529271,0.007440685,0.001825074,0.001123122,0,0
National,2023,10,6906,75,44,15,10,0,0,0.010860122,0.006371271,0.002172024,0.001448016,0,0
National,2023,11,6185,59,28,8,9,0,0,0.009539208,0.004527082,0.001293452,0.001455133,0,0
National,2023,12,6178,60,38,11,15,0,0,0.009711881,0.006150858,0.001780511,0.00242797,0,0
National,2023,13,5096,57,17,16,10,0,0,0.011185243,0.00333595,0.003139717,0.001962323,0,0
National,2023,14,5036,65,19,11,14,0,0,0.012907069,0.003772836,0.002184273,0.002779984,0,0
National,2023,15,4982,47,6,9,11,0,0,0.009433962,0.001204336,0.001806503,0.002207949,0,0
National,2023,16,4133,33,12,2,17,0,0,0.007984515,0.00290346,0.00048391,0.004113235,0,0
National,2023,17,4106,43,18,2,12,0,0,0.010472479,0.004383829,0.000487092,0.002922552,0,0
National,2023,18,3965,41,9,2,11,0,0,0.010340479,0.002269861,0.000504414,0.002774275,0,0
National,2023,19,3630,50,4,2,9,0,0,0.013774105,0.001101928,0.000550964,0.002479339,0,0
National,2023,20,3252,46,10,3,10,0,0,0.014145141,0.003075031,0.000922509,0.003075031,0,0
National,2023,21,2971,43,3,5,15,0,0,0.014473241,0.001009761,0.001682935,0.005048805,0,0
National,2023,22,2480,57,1,5,11,0,0,0.022983871,0.000403226,0.002016129,0.004435484,0,0
National,2023,23,2696,67,5,3,13,0,0,0.024851632,0.001854599,0.00111276,0.004821958,0,0
National,2023,24,2280,62,3,7,8,0,0,0.027192982,0.001315789,0.003070175,0.003508772,0,0
National,2023,25,2351,68,5,4,6,0,0,0.028923862,0.002126755,0.001701404,0.002552105,0,0
National,2023,26,2417,64,17,5,3,0,0,0.026479106,0.007033513,0.00206868,0.001241208,0,0
National,2023,27,1828,61,1,4,4,0,0,0.033369803,0.000547046,0.002188184,0.002188184,0,0
National,2023,28,2174,59,4,6,1,0,0,0.027138914,0.001839926,0.00275989,0.000459982,0,0
National,2023,29,2112,67,7,1,2,1,0,0.031723485,0.003314394,0.000473485,0.00094697,0.000473485,0
National,2023,30,1672,48,5,1,1,0,0,0.028708134,0.002990431,0.000598086,0.000598086,0,0
National,2023,31,1476,74,6,6,1,0,0,0.050135501,0.004065041,0.004065041,0.000677507,0,0
National,2023,32,1963,45,5,8,3,0,0,0.022924096,0.002547122,0.004075395,0.001528273,0,0
National,2023,33,1878,54,13,6,1,0,0,0.028753994,0.006922258,0.003194888,0.000532481,0,0
National,2023,34,1946,59,11,4,9,0,0,0.030318602,0.005652621,0.002055498,0.004624872,0,0
National,2023,35,2046,58,10,9,3,0,0,0.028347996,0.004887586,0.004398827,0.001466276,0,0
National,2023,36,2401,65,8,19,6,0,0,0.027072053,0.003331945,0.007913369,0.002498959,0,0
National,2023,37,3316,59,15,8,1,0,0,0.017792521,0.004523522,0.002412545,0.000301568,0,0
National,2023,38,3221,91,10,6,1,0,0,0.028252096,0.003104626,0.001862776,0.000310463,0,0
National,2023,39,3115,122,10,7,6,0,0,0.039165329,0.003210273,0.002247191,0.001926164,0,0
National,2023,40,3064,176,16,10,3,0,0,0.057441253,0.005221932,0.003263708,0.000979112,0,0
National,2023,41,3067,213,22,12,5,0,0,0.069448973,0.007173133,0.003912618,0.001630258,0,0
National,2023,42,3416,276,26,34,12,0,0,0.080796253,0.007611241,0.009953162,0.003512881,0,0
National,2023,43,2934,240,36,48,14,0,0,0.081799591,0.012269939,0.016359918,0.004771643,0,0
National,2023,44,3172,292,41,63,13,0,0,0.092055485,0.012925599,0.019861286,0.004098361,0,0
National,2023,45,3303,483,62,111,29,0,0,0.146230699,0.018770814,0.033605813,0.008779897,0,0
National,2023,46,3897,489,103,149,43,0,0,0.125481139,0.026430588,0.038234539,0.011034129,0,0
National,2023,47,3032,583,124,141,27,0,0,0.192282322,0.040897098,0.046503958,0.008905013,0,0
National,2023,48,4221,711,176,174,24,0,0,0.168443497,0.041696281,0.041222459,0.005685856,0,0
National,2023,49,4519,972,272,245,52,0,0,0.215091834,0.060190308,0.054215534,0.011506971,0,0
National,2023,50,5001,1017,288,400,82,0,0,0.203359328,0.057588482,0.079984003,0.016396721,0,0
National,2023,51,5079,1242,330,277,39,0,0,0.244536326,0.06497342,0.054538295,0.007678677,0,0
National,2023,52,4499,1229,303,249,21,0,0,0.273171816,0.0673483,0.055345632,0.004667704,0,0
National,2024,1,4878,1134,338,231,59,0,0,0.232472325,0.069290693,0.047355474,0.012095121,0,0
National,2024,2,5104,945,346,242,60,0,0,0.185148903,0.067789969,0.047413793,0.011755486,0,0
National,2024,3,3798,794,302,163,46,0,0,0.209057399,0.079515534,0.042917325,0.012111638,0,0
National,2024,4,4305,765,393,190,57,0,0,0.177700348,0.091289199,0.044134727,0.013240418,0,0
National,2024,5,4136,692,394,138,58,0,0,0.167311412,0.095261122,0.033365571,0.014023211,0,0
National,2024,6,4024,607,434,172,61,0,0,0.15084493,0.107852883,0.042743539,0.015159046,0,0
National,2024,7,4208,518,438,150,57,0,0,0.123098859,0.104087452,0.035646388,0.013545627,0,0
National,2024,8,4023,488,442,172,63,0,0,0.121302511,0.109868258,0.042754164,0.015659955,0,0
National,2024,9,4066,475,397,139,49,0,0,0.11682243,0.097638957,0.034185932,0.012051156,0,0
National,2024,10,3764,371,419,122,39,0,0,0.098565356,0.111317747,0.032412327,0.010361318,0,0
National,2024,11,3192,287,351,95,33,0,0,0.089912281,0.109962406,0.029761905,0.010338346,0,0
National,2024,12,2888,249,322,82,34,0,0,0.086218837,0.111495845,0.028393352,0.011772853,0,0
National,2024,13,2808,220,284,65,30,0,0,0.078347578,0.101139601,0.023148148,0.010683761,0,0
National,2024,14,2082,180,295,43,31,0,0,0.086455331,0.141690682,0.020653218,0.014889529,0,0
National,2024,15,1895,181,271,37,15,0,0,0.095514512,0.143007916,0.019525066,0.007915567,0,0
National,2024,16,1663,132,219,36,19,0,0,0.079374624,0.131689717,0.021647625,0.011425135,0,0
National,2024,17,1484,100,150,27,18,0,0,0.067385445,0.101078167,0.01819407,0.01212938,0,0
National,2024,18,1271,104,139,19,15,0,0,0.081825334,0.109362707,0.014948859,0.011801731,0,0
National,2024,19,1272,64,104,16,15,0,0,0.050314465,0.081761006,0.012578616,0.011792453,0,0
National,2024,20,1034,54,88,15,2,0,0,0.052224371,0.085106383,0.01450677,0.001934236,0,0
National,2024,21,1096,53,118,13,2,0,1,0.048357664,0.107664234,0.011861314,0.001824818,0,0.000912409
National,2024,22,1137,59,104,11,6,0,0,0.051890941,0.091468777,0.009674582,0.005277045,0,0
National,2024,23,1125,63,128,7,3,0,0,0.056,0.113777778,0.006222222,0.002666667,0,0
National,2024,24,1287,84,128,11,2,0,0,0.065268065,0.099456099,0.008547009,0.001554002,0,0
National,2024,25,1175,76,125,16,5,0,0,0.064680851,0.106382979,0.013617021,0.004255319,0,0
National,2024,26,1622,90,162,14,1,0,0,0.055487053,0.099876695,0.008631319,0.000616523,0,0
National,2024,27,1280,72,149,22,1,0,0,0.05625,0.11640625,0.0171875,0.00078125,0,0
National,2024,28,1639,88,137,17,1,1,8,0.053691275,0.083587553,0.010372178,0.000610128,0.000610128,0.004881025
National,2024,29,1454,61,97,13,1,0,2,0.041953232,0.066712517,0.008940853,0.000687758,0,0.001375516
National,2024,30,1446,53,111,6,0,0,1,0.036652835,0.076763485,0.004149378,0,0,0.000691563
National,2024,31,1400,75,93,8,1,0,0,0.053571429,0.066428571,0.005714286,0.000714286,0,0
National,2024,32,1486,89,103,9,0,0,0,0.059892328,0.069313594,0.006056528,0,0,0
National,2024,33,1510,80,81,3,0,0,0,0.052980132,0.053642384,0.001986755,0,0,0
National,2024,34,1460,64,73,7,0,0,1,0.043835616,0.05,0.004794521,0,0,0.000684932
National,2024,35,1328,70,110,4,0,0,0,0.052710843,0.082831325,0.003012048,0,0,0
National,2024,36,1378,72,72,6,0,2,0,0.052249637,0.052249637,0.004354136,0,0.001451379,0
National,2024,37,1489,85,75,6,1,0,0,0.057085292,0.050369375,0.00402955,0.000671592,0,0
National,2024,38,1513,109,94,16,0,0,0,0.0720423,0.062128222,0.010575017,0,0,0
National,2024,39,1345,104,96,14,1,0,0,0.07732342,0.071375465,0.010408922,0.000743494,0,0
National,2024,40,1495,104,95,27,0,0,4,0.069565217,0.063545151,0.018060201,0,0,0.002675585
National,2024,41,1455,77,92,32,0,0,16,0.052920962,0.063230241,0.021993127,0,0,0.010996564
National,2024,42,1404,106,95,20,0,0,13,0.075498575,0.067663818,0.014245014,0,0,0.009259259
National,2024,43,1984,166,140,21,4,0,10,0.083669355,0.070564516,0.010584677,0.002016129,0,0.005040323
National,2024,44,1745,174,204,32,6,0,4,0.099713467,0.116905444,0.018338109,0.003438395,0,0.002292264
National,2024,45,1835,208,259,40,8,0,4,0.113351499,0.141144414,0.021798365,0.004359673,0,0.002179837
National,2024,46,1896,217,350,52,14,0,5,0.114451477,0.184599156,0.02742616,0.007383966,0,0.002637131
National,2024,47,2354,335,423,57,24,0,4,0.14231096,0.179694138,0.024214104,0.010195412,0,0.001699235
National,2024,48,2009,377,508,38,17,0,7,0.18765555,0.25286212,0.018914883,0.008461921,0,0.003484321
National,2024,49,3013,599,887,80,26,0,3,0.198805178,0.294390972,0.02655161,0.008629273,0,0.000995685
National,2024,50,4063,1013,1339,156,34,0,5,0.24932316,0.329559439,0.038395274,0.008368201,0,0.001230618
National,2024,51,5517,1459,2154,280,29,0,1,0.26445532,0.390429581,0.05075222,0.00525648,0,0.000181258
National,2024,52,6246,1872,2524,494,43,0,0,0.299711816,0.404098623,0.079090618,0.006884406,0,0
National,2025,1,7593,2249,2830,777,56,0,0,0.296193863,0.372711708,0.102331094,0.007375214,0,0
National,2025,2,7030,1915,2497,622,43,0,1,0.272403983,0.355192034,0.088477952,0.006116643,0,0.000142248
National,2025,3,8329,2455,2681,972,59,0,0,0.294753272,0.321887381,0.116700684,0.007083684,0,0
National,2025,4,9567,3257,3151,1183,84,0,0,0.3404411,0.329361346,0.123654228,0.008780182,0,0
National,2025,5,13017,4425,3877,1999,123,0,0,0.339940078,0.297841284,0.153568411,0.009449182,0,0
National,2025,6,12111,4250,3320,1810,160,0,1,0.350920651,0.274130955,0.149450912,0.01321113,0,8.26E-05
National,2025,7,10274,3855,2949,925,157,0,1,0.375218999,0.287035235,0.090033093,0.015281293,0,9.73E-05
National,2025,8,7720,3105,1963,480,120,0,0,0.402202073,0.254274611,0.062176166,0.015544041,0,0
National,2025,9,7328,2690,1871,529,128,0,0,0.367085153,0.255322052,0.072188865,0.017467249,0,0
National,2025,10,6056,2212,1373,512,133,0,0,0.365257596,0.226717305,0.084544254,0.021961691,0,0
National,2025,11,5402,1912,1174,541,177,0,0,0.353942984,0.217326916,0.100148093,0.032765642,0,0
National,2025,12,4711,1588,1090,327,153,0,0,0.337083422,0.231373381,0.069412014,0.032477181,0,0
National,2025,13,3132,926,527,142,137,0,0,0.295657727,0.168263091,0.045338442,0.043742018,0,0
National,2025,14,2854,837,492,81,167,0,0,0.2932726,0.172389629,0.028381219,0.058514366,0,0
National,2025,15,2221,506,236,56,163,0,0,0.227825304,0.106258442,0.025213868,0.073390365,0,0
National,2025,16,1791,366,158,45,162,0,0,0.204355109,0.088218872,0.025125628,0.090452261,0,0
National,2025,17,2098,490,313,45,142,0,0,0.233555767,0.149189704,0.021448999,0.067683508,0,0
National,2025,18,1668,274,198,27,120,0,0,0.164268585,0.118705036,0.01618705,0.071942446,0,0
National,2025,19,1513,329,159,11,87,0,0,0.217448777,0.105089227,0.007270324,0.057501652,0,0
National,2025,20,1032,160,38,11,53,0,0,0.15503876,0.036821705,0.010658915,0.051356589,0,0
National,2025,21,853,92,36,14,27,0,0,0.107854631,0.042203986,0.016412661,0.031652989,0,0
National,2025,22,846,115,25,14,33,0,0,0.135933806,0.029550827,0.016548463,0.039007092,0,0
National,2025,23,897,122,15,13,33,0,0,0.136008919,0.016722408,0.014492754,0.036789298,0,0
National,2025,24,750,91,13,9,15,0,0,0.121333333,0.017333333,0.012,0.02,0,0
National,2025,25,690,62,11,5,11,0,0,0.089855072,0.015942029,0.007246377,0.015942029,0,0
National,2025,26,670,96,5,2,14,0,0,0.143283582,0.007462687,0.002985075,0.020895522,0,0
National,2025,27,619,58,12,1,5,0,0,0.093699515,0.019386107,0.001615509,0.008077544,0,0
National,2025,28,804,54,12,2,1,0,0,0.067164179,0.014925373,0.002487562,0.001243781,0,0
National,2025,29,655,61,3,1,3,0,0,0.093129771,0.004580153,0.001526718,0.004580153,0,0
National,2025,30,582,52,26,4,1,0,0,0.089347079,0.04467354,0.006872852,0.001718213,0,0
National,2025,31,663,54,14,1,2,0,0,0.081447964,0.021116139,0.001508296,0.003016591,0,0
National,2025,32,664,39,15,1,2,0,0,0.05873494,0.022590361,0.001506024,0.003012048,0,0
National,2025,33,856,41,10,3,1,0,0,0.047897196,0.011682243,0.003504673,0.001168224,0,0
National,2025,34,839,71,13,3,1,0,0,0.084624553,0.015494636,0.003575685,0.001191895,0,0
National,2025,35,866,57,22,5,1,0,0,0.065819861,0.025404157,0.005773672,0.001154734,0,0
National,2025,36,990,48,28,2,2,0,0,0.048484848,0.028282828,0.002020202,0.002020202,0,0
National,2025,37,940,52,29,4,1,0,0,0.055319149,0.030851064,0.004255319,0.00106383,0,0
National,2025,38,847,45,29,7,2,0,0,0.053128689,0.034238489,0.008264463,0.002361275,0,0
National,2025,39,910,43,28,8,6,0,0,0.047252747,0.030769231,0.008791209,0.006593407,0,0
National,2025,40,985,62,43,5,5,0,0,0.062944162,0.043654822,0.005076142,0.005076142,0,0
National,2025,41,952,52,65,6,5,0,0,0.054621849,0.068277311,0.006302521,0.005252101,0,0
National,2025,42,1050,68,108,10,6,0,0,0.064761905,0.102857143,0.00952381,0.005714286,0,0
National,2025,43,1182,114,139,11,3,0,0,0.096446701,0.117597293,0.009306261,0.002538071,0,0
National,2025,44,1262,77,187,9,10,0,0,0.061014263,0.148177496,0.007131537,0.00792393,0,0
National,2025,45,1547,138,431,16,14,0,0,0.089204913,0.278603749,0.010342599,0.009049774,0,0
National,2025,46,1750,175,670,21,24,0,2,0.1,0.382857143,0.012,0.013714286,0,0.001142857
National,2025,47,2373,207,1049,53,61,0,0,0.087231353,0.442056469,0.022334598,0.025705858,0,0
National,2025,48,2483,208,1312,139,33,0,0,0.083769634,0.528393073,0.055980669,0.013290375,0,0
National,2025,49,3480,205,1737,240,51,0,0,0.058908046,0.499137931,0.068965517,0.014655172,0,0
National,2025,50,4771,250,2514,741,43,0,0,0.052399916,0.526933557,0.155313351,0.009012786,0,0
National,2025,51,6987,302,3718,1593,78,0,0,0.043223129,0.532131101,0.227994848,0.01116359,0,0
National,2025,52,7716,328,4266,1842,93,0,0,0.042509072,0.552877138,0.238724728,0.012052877,0,0
National,2025,53,7635,377,4055,1756,106,0,0,0.049377865,0.531106745,0.229993451,0.013883432,0,0
National,2026,1,6602,315,3235,1194,119,0,0,0.047712814,0.490003029,0.180854287,0.018024841,0,0
National,2026,2,4932,290,2388,624,113,0,0,0.058799676,0.484184915,0.126520681,0.022911598,0,0
National,2026,3,4441,318,2335,329,146,0,0,0.071605494,0.525782481,0.074082414,0.032875478,0,0
National,2026,4,3837,270,1883,233,199,0,0,0.070367475,0.49074798,0.060724524,0.051863435,0,0
National,2026,5,4290,323,1934,211,294,0,0,0.075291375,0.450815851,0.049184149,0.068531469,0,0
National,2026,6,3888,285,1475,201,341,0,0,0.073302469,0.379372428,0.051697531,0.087705761,0,0
National,2026,7,3521,265,1170,165,512,0,0,0.075262709,0.332291963,0.046861687,0.145413235,0,0
National,2026,8,2943,227,872,105,399,0,0,0.077132178,0.296296296,0.03567788,0.135575943,0,0
National,2026,9,2868,207,746,73,495,0,0,0.072175732,0.260111576,0.025453278,0.172594142,0,0
National,2026,10,2029,134,394,38,354,0,0,0.066042385,0.194184327,0.018728438,0.174470182,0,0
National,2026,11,1368,86,226,41,264,0,0,0.062865497,0.165204678,0.02997076,0.192982456,0,0
National,2026,12,802,59,112,23,137,0,0,0.073566085,0.139650873,0.028678304,0.170822943,0,0
