REGION TYPE,REGION,YEAR,WEEK,TOTAL SPECIMENS,PERCENT POSITIVE,A (2009 H1N1),A (H1),A (H3),A (Subtyping not Performed),A (Unable to Subtype),A_not_determined,B,H3N2v,A (H5),CTR_A (2009 H1N1),CTR_A (H1),A (H3),CTR_A (Subtyping not Performed),CTR_A (Unable to Subtype),CTR_A_not_determined,CTR_B,CTR_H3N2v,CTR_A (H5)
National,X,2001,11,3368,5.90855,0,24,2,21,0,21,152,0,0,0,0.007125891,0.000593824,0.006235154,0,0.006235154,0.045130641,0,0
National,X,2001,12,3132,5.77905,0,6,3,19,0,19,153,0,0,0,0.001915709,0.000957854,0.006066411,0,0.006066411,0.048850575,0,0
National,X,2001,13,2788,4.3759,0,16,1,9,0,9,96,0,0,0,0.005738881,0.00035868,0.003228121,0,0.003228121,0.034433286,0,0
National,X,2001,14,2386,3.26907,0,5,0,5,0,5,68,0,0,0,0.002095557,0,0.002095557,0,0.002095557,0.028499581,0,0
National,X,2001,15,2020,2.22772,0,0,1,7,0,7,37,0,0,0,0,0.00049505,0.003465347,0,0.003465347,0.018316832,0,0
National,X,2001,16,1825,2.57534,0,2,0,1,0,1,44,0,0,0,0.00109589,0,0.000547945,0,0.000547945,0.024109589,0,0
National,X,2001,17,1640,1.28049,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0.012804878,0,0
National,X,2001,18,1528,0.589005,0,0,0,1,0,1,8,0,0,0,0,0,0.00065445,0,0.00065445,0.005235602,0,0
National,X,2001,19,1359,0.515085,0,0,0,1,0,1,6,0,0,0,0,0,0.000735835,0,0.000735835,0.004415011,0,0
National,X,2001,20,1317,0.683371,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0.006833713,0,0
National,X,2001,21,1125,0.0888889,0,0,0,1,0,1,0,0,0,0,0,0,0.000888889,0,0.000888889,0,0,0
National,X,2001,22,977,0.204708,0,0,0,2,0,2,0,0,0,0,0,0,0.002047083,0,0.002047083,0,0,0
National,X,2001,23,523,0.191205,0,1,0,0,0,0,0,0,0,0,0.001912046,0,0,0,0,0,0,0
National,X,2001,24,38,2.63158,0,0,0,1,0,1,0,0,0,0,0,0,0.026315789,0,0.026315789,0,0,0
National,X,2001,25,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National,X,2001,26,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National,X,2001,27,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National,X,2001,28,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National,X,2001,29,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National,X,2001,30,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National,X,2001,31,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National,X,2001,32,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National,X,2001,33,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National,X,2001,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National,X,2001,35,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National,X,2001,36,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National,X,2001,37,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National,X,2001,38,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National,X,2001,39,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
National,X,2001,40,1154,0.693241,0,0,4,3,0,3,1,0,0,0,0,0.003466205,0.002599653,0,0.002599653,0.000866551,0,0
National,X,2001,41,1415,0.353357,0,0,2,3,0,3,0,0,0,0,0,0.001413428,0.002120141,0,0.002120141,0,0,0
National,X,2001,42,1468,0.544959,0,0,3,5,0,5,0,0,0,0,0,0.002043597,0.003405995,0,0.003405995,0,0,0
National,X,2001,43,1583,1.07391,0,0,9,8,0,8,0,0,0,0,0,0.005685407,0.005053696,0,0.005053696,0,0,0
National,X,2001,44,1704,0.762911,0,1,6,6,0,6,0,0,0,0,0.000586854,0.003521127,0.003521127,0,0.003521127,0,0,0
National,X,2001,45,1843,0.705372,0,0,12,1,0,1,0,0,0,0,0,0.006511123,0.000542594,0,0.000542594,0,0,0
National,X,2001,46,2096,2.19466,0,0,37,8,0,8,1,0,0,0,0,0.017652672,0.003816794,0,0.003816794,0.000477099,0,0
National,X,2001,47,2052,1.60819,0,0,25,5,0,5,3,0,0,0,0,0.012183236,0.002436647,0,0.002436647,0.001461988,0,0
National,X,2001,48,2401,3.08205,0,0,50,23,0,23,1,0,0,0,0,0.020824656,0.009579342,0,0.009579342,0.000416493,0,0
National,X,2001,49,2331,3.5607,0,1,34,43,0,43,5,0,0,0,0.000429,0.014586015,0.018447018,0,0.018447018,0.002145002,0,0
National,X,2001,50,2434,4.60148,0,2,39,69,0,69,2,0,0,0,0.000821693,0.016023007,0.028348398,0,0.028348398,0.000821693,0,0
National,X,2001,51,2915,5.7976,0,3,44,118,0,118,4,0,0,0,0.00102916,0.01509434,0.040480274,0,0.040480274,0.001372213,0,0
National,X,2001,52,2621,8.39374,0,0,51,168,0,168,1,0,0,0,0,0.019458222,0.064097673,0,0.064097673,0.000381534,0,0
National,X,2002,1,3531,9.74228,0,0,108,234,0,234,2,0,0,0,0,0.030586236,0.066270178,0,0.066270178,0.000566412,0,0
National,X,2002,2,3900,13.8462,0,0,144,390,0,390,6,0,0,0,0,0.036923077,0.1,0,0.1,0.001538462,0,0
National,X,2002,3,4696,19.7402,0,1,268,653,0,653,5,0,0,0,0.000212947,0.057069847,0.139054514,0,0.139054514,0.001064736,0,0
National,X,2002,4,5816,21.3721,0,4,387,840,0,840,12,0,0,0,0.000687758,0.066540578,0.144429161,0,0.144429161,0.002063274,0,0
National,X,2002,5,6466,22.7962,0,3,450,997,0,997,24,0,0,0,0.000463965,0.069594804,0.154191154,0,0.154191154,0.003711723,0,0
National,X,2002,6,7191,22.7924,0,6,613,1001,0,1001,19,0,0,0,0.000834376,0.085245446,0.13920178,0,0.13920178,0.002642192,0,0
National,X,2002,7,7572,23.8642,0,4,615,1160,0,1160,28,0,0,0,0.000528262,0.081220285,0.153195985,0,0.153195985,0.003697834,0,0
National,X,2002,8,7358,24.9117,0,11,538,1216,0,1216,68,0,0,0,0.001494971,0.073117695,0.1652623,0,0.1652623,0.009241642,0,0
National,X,2002,9,6217,22.921,0,8,384,947,0,947,86,0,0,0,0.001286794,0.061766125,0.152324272,0,0.152324272,0.013833038,0,0
National,X,2002,10,5368,21.1811,0,7,264,730,0,730,136,0,0,0,0.001304024,0.049180328,0.135991058,0,0.135991058,0.02533532,0,0
National,X,2002,11,4337,18.5151,0,6,156,475,0,475,166,0,0,0,0.001383445,0.035969564,0.109522712,0,0.109522712,0.038275306,0,0
National,X,2002,12,3763,15.1209,0,2,103,254,0,254,210,0,0,0,0.000531491,0.027371778,0.067499336,0,0.067499336,0.055806537,0,0
National,X,2002,13,3332,13.7455,0,3,44,127,0,127,284,0,0,0,0.00090036,0.013205282,0.038115246,0,0.038115246,0.085234094,0,0
National,X,2002,14,2660,12.406,0,3,20,72,0,72,235,0,0,0,0.00112782,0.007518797,0.027067669,0,0.027067669,0.088345865,0,0
National,X,2002,15,2329,10.863,0,4,17,40,0,40,192,0,0,0,0.001717475,0.00729927,0.017174753,0,0.017174753,0.082438815,0,0
National,X,2002,16,2001,13.0935,0,6,18,12,0,12,226,0,0,0,0.002998501,0.008995502,0.005997001,0,0.005997001,0.112943528,0,0
National,X,2002,17,1820,8.57143,0,1,9,8,0,8,138,0,0,0,0.000549451,0.004945055,0.004395604,0,0.004395604,0.075824176,0,0
National,X,2002,18,1643,10.2252,0,1,11,7,0,7,149,0,0,0,0.000608643,0.00669507,0.004260499,0,0.004260499,0.090687766,0,0
National,X,2002,19,1655,8.76133,0,1,0,4,0,4,140,0,0,0,0.00060423,0,0.002416918,0,0.002416918,0.084592145,0,0
National,X,2002,20,1467,5.99864,0,1,0,1,0,1,86,0,0,0,0.000681663,0,0.000681663,0,0.000681663,0.05862304,0,0
National,X,2002,21,1302,4.91551,0,0,0,3,0,3,61,0,0,0,0,0,0.002304147,0,0.002304147,0.046850998,0,0
National,X,2002,22,995,3.61809,0,0,0,2,0,2,34,0,0,0,0,0,0.00201005,0,0.00201005,0.034170854,0,0
National,X,2002,23,948,2.74262,0,0,0,1,0,1,25,0,0,0,0,0,0.001054852,0,0.001054852,0.026371308,0,0
National,X,2002,24,850,0.823529,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0.008235294,0,0
National,X,2002,25,692,0.289017,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.002890173,0,0
National,X,2002,26,700,0.571429,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0.005714286,0,0
National,X,2002,27,490,0.408163,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.004081633,0,0
National,X,2002,28,591,0.169205,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.001692047,0,0
National,X,2002,29,578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National,X,2002,30,601,0.332779,0,0,0,1,0,1,1,0,0,0,0,0,0.001663894,0,0.001663894,0.001663894,0,0
National,X,2002,31,530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National,X,2002,32,566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National,X,2002,33,516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National,X,2002,34,533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National,X,2002,35,588,0.170068,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.00170068,0,0
National,X,2002,36,482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National,X,2002,37,561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National,X,2002,38,475,0.631579,0,0,1,1,0,1,1,0,0,0,0,0.002105263,0.002105263,0,0.002105263,0.002105263,0,0
National,X,2002,39,391,0.511509,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.00511509,0,0
National,X,2002,40,1443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National,X,2002,41,1517,0.197759,0,1,0,1,0,1,1,0,0,0,0.000659196,0,0.000659196,0,0.000659196,0.000659196,0,0
National,X,2002,42,1590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National,X,2002,43,1774,0.338219,0,4,0,1,0,1,1,0,0,0,0.002254791,0,0.000563698,0,0.000563698,0.000563698,0,0
National,X,2002,44,1636,0.366748,0,0,0,3,0,3,3,0,0,0,0,0,0.001833741,0,0.001833741,0.001833741,0,0
National,X,2002,45,1988,0.251509,0,0,2,0,0,0,3,0,0,0,0,0.001006036,0,0,0,0.001509054,0,0
National,X,2002,46,2107,0.474608,0,0,0,6,0,6,4,0,0,0,0,0,0.002847651,0,0.002847651,0.001898434,0,0
National,X,2002,47,2091,1.05213,0,2,0,4,0,4,16,0,0,0,0.00095648,0,0.00191296,0,0.00191296,0.007651841,0,0
National,X,2002,48,1900,0.789474,0,1,3,5,0,5,6,0,0,0,0.000526316,0.001578947,0.002631579,0,0.002631579,0.003157895,0,0
National,X,2002,49,2414,1.657,0,4,3,5,0,5,28,0,0,0,0.001657001,0.001242751,0.002071251,0,0.002071251,0.011599006,0,0
National,X,2002,50,2493,3.89089,0,8,2,14,0,14,73,0,0,0,0.003208985,0.000802246,0.005615724,0,0.005615724,0.02928199,0,0
National,X,2002,51,2910,6.56357,0,17,3,25,0,25,146,0,0,0,0.005841924,0.001030928,0.008591065,0,0.008591065,0.050171821,0,0
National,X,2002,52,2368,6.75676,0,17,6,18,0,18,119,0,0,0,0.007179054,0.002533784,0.007601351,0,0.007601351,0.050253378,0,0
National,X,2003,1,2632,5.6231,0,27,8,31,0,31,82,0,0,0,0.010258359,0.003039514,0.011778116,0,0.011778116,0.031155015,0,0
National,X,2003,2,2828,8.80481,0,50,19,46,0,46,134,0,0,0,0.017680339,0.006718529,0.016265912,0,0.016265912,0.04738331,0,0
National,X,2003,3,3108,11.4865,0,68,11,76,0,76,202,0,0,0,0.021879022,0.003539254,0.024453024,0,0.024453024,0.064993565,0,0
National,X,2003,4,3352,16.3186,0,105,24,142,0,142,276,0,0,0,0.031324582,0.007159905,0.042362768,0,0.042362768,0.082338902,0,0
National,X,2003,5,4166,20.4993,0,173,53,215,0,215,413,0,0,0,0.041526644,0.012722036,0.051608257,0,0.051608257,0.099135862,0,0
National,X,2003,6,4874,26.3644,0,279,76,332,0,332,598,0,0,0,0.057242511,0.015592942,0.068116537,0,0.068116537,0.122691834,0,0
National,X,2003,7,4676,25.3208,0,253,115,299,0,299,517,0,0,0,0.054106074,0.02459367,0.063943541,0,0.063943541,0.110564585,0,0
National,X,2003,8,4416,22.5543,0,253,126,249,0,249,368,0,0,0,0.057291667,0.028532609,0.05638587,0,0.05638587,0.083333333,0,0
National,X,2003,9,4348,22.2171,0,275,101,233,0,233,357,0,0,0,0.06324747,0.023229071,0.053587856,0,0.053587856,0.082106716,0,0
National,X,2003,10,3633,18.6898,0,199,87,179,0,179,214,0,0,0,0.054775667,0.023947151,0.049270575,0,0.049270575,0.058904487,0,0
National,X,2003,11,3422,17.1245,0,175,62,174,0,174,175,0,0,0,0.051139684,0.01811806,0.050847458,0,0.050847458,0.051139684,0,0
National,X,2003,12,3435,14.6434,0,169,77,133,0,133,124,0,0,0,0.049199418,0.022416303,0.038719068,0,0.038719068,0.036098981,0,0
National,X,2003,13,2820,9.96454,0,90,29,91,0,91,71,0,0,0,0.031914894,0.010283688,0.032269504,0,0.032269504,0.025177305,0,0
National,X,2003,14,2352,8.54592,0,40,32,88,0,88,41,0,0,0,0.017006803,0.013605442,0.037414966,0,0.037414966,0.017431973,0,0
National,X,2003,15,2131,5.1619,0,24,23,47,0,47,16,0,0,0,0.011262318,0.010793055,0.022055373,0,0.022055373,0.007508212,0,0
National,X,2003,16,1777,5.00844,0,13,20,33,0,33,23,0,0,0,0.007315701,0.011254924,0.018570625,0,0.018570625,0.012943163,0,0
National,X,2003,17,1406,4.12518,0,9,20,18,0,18,11,0,0,0,0.006401138,0.014224751,0.012802276,0,0.012802276,0.007823613,0,0
National,X,2003,18,1222,5.56465,0,16,16,16,0,16,20,0,0,0,0.01309329,0.01309329,0.01309329,0,0.01309329,0.016366612,0,0
National,X,2003,19,1121,2.49777,0,6,7,5,0,5,10,0,0,0,0.005352364,0.006244425,0.004460303,0,0.004460303,0.008920607,0,0
National,X,2003,20,931,2.04082,0,7,3,3,0,3,6,0,0,0,0.007518797,0.003222342,0.003222342,0,0.003222342,0.006444683,0,0
National,X,2003,21,872,1.83486,0,3,5,1,0,1,7,0,0,0,0.003440367,0.005733945,0.001146789,0,0.001146789,0.008027523,0,0
National,X,2003,22,705,0.851064,0,0,2,0,0,0,4,0,0,0,0,0.002836879,0,0,0,0.005673759,0,0
National,X,2003,23,721,1.80305,0,3,0,2,0,2,8,0,0,0,0.004160888,0,0.002773925,0,0.002773925,0.0110957,0,0
National,X,2003,24,683,1.02489,0,0,3,0,0,0,4,0,0,0,0,0.004392387,0,0,0,0.005856515,0,0
National,X,2003,25,551,0.725953,0,0,1,1,0,1,2,0,0,0,0,0.001814882,0.001814882,0,0.001814882,0.003629764,0,0
National,X,2003,26,439,0.455581,0,1,1,0,0,0,0,0,0,0,0.002277904,0.002277904,0,0,0,0,0,0
National,X,2003,27,643,0.155521,0,0,1,0,0,0,0,0,0,0,0,0.00155521,0,0,0,0,0,0
National,X,2003,28,632,0.474684,0,0,2,1,0,1,0,0,0,0,0,0.003164557,0.001582278,0,0.001582278,0,0,0
National,X,2003,29,697,0.573888,0,0,4,0,0,0,0,0,0,0,0,0.005738881,0,0,0,0,0,0
National,X,2003,30,636,0.628931,0,0,4,0,0,0,0,0,0,0,0,0.006289308,0,0,0,0,0,0
National,X,2003,31,632,1.26582,0,0,7,0,0,0,1,0,0,0,0,0.011075949,0,0,0,0.001582278,0,0
National,X,2003,32,632,0.316456,0,0,2,0,0,0,0,0,0,0,0,0.003164557,0,0,0,0,0,0
National,X,2003,33,761,0.394218,0,0,2,1,0,1,0,0,0,0,0,0.002628121,0.00131406,0,0.00131406,0,0,0
National,X,2003,34,649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National,X,2003,35,672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National,X,2003,36,512,0.390625,0,0,0,2,0,2,0,0,0,0,0,0,0.00390625,0,0.00390625,0,0,0
National,X,2003,37,604,0.165563,0,0,1,0,0,0,0,0,0,0,0,0.001655629,0,0,0,0,0,0
National,X,2003,38,535,0.373832,0,0,1,1,0,1,0,0,0,0,0,0.001869159,0.001869159,0,0.001869159,0,0,0
National,X,2003,39,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National,X,2003,40,1430,1.53846,0,0,2,19,0,19,1,0,0,0,0,0.001398601,0.013286713,0,0.013286713,0.000699301,0,0
National,X,2003,41,1682,4.57788,0,0,3,74,0,74,0,0,0,0,0,0.001783591,0.043995244,0,0.043995244,0,0,0
National,X,2003,42,2176,11.6268,0,0,17,235,0,235,1,0,0,0,0,0.0078125,0.107996324,0,0.107996324,0.000459559,0,0
National,X,2003,43,2568,17.8349,0,0,56,398,0,398,4,0,0,0,0,0.021806854,0.154984424,0,0.154984424,0.001557632,0,0
National,X,2003,44,2753,19.4333,0,0,100,435,0,435,0,0,0,0,0,0.03632401,0.158009444,0,0.158009444,0,0,0
National,X,2003,45,3553,24.2612,0,1,273,585,0,585,3,0,0,0,0.000281452,0.076836476,0.164649592,0,0.164649592,0.000844357,0,0
National,X,2003,46,4595,28.0958,0,0,381,908,0,908,2,0,0,0,0,0.082916213,0.197606094,0,0.197606094,0.000435256,0,0
National,X,2003,47,5942,33.1202,0,0,585,1375,0,1375,8,0,0,0,0,0.0984517,0.231403568,0,0.231403568,0.001346348,0,0
National,X,2003,48,6479,34.743,0,0,489,1752,0,1752,10,0,0,0,0,0.07547461,0.270412101,0,0.270412101,0.001543448,0,0
National,X,2003,49,9598,34.0592,0,0,977,2260,0,2260,32,0,0,0,0,0.10179204,0.235465722,0,0.235465722,0.003334028,0,0
National,X,2003,50,12422,32.9255,0,0,1401,2660,0,2660,29,0,0,0,0,0.112783771,0.21413621,0,0.21413621,0.002334568,0,0
National,X,2003,51,11783,30.7986,0,0,1084,2525,0,2525,20,0,0,0,0,0.091996945,0.214291776,0,0.214291776,0.001697361,0,0
National,X,2003,52,9748,24.7333,0,0,569,1826,0,1826,16,0,0,0,0,0.058370948,0.187320476,0,0.187320476,0.001641362,0,0
National,X,2003,53,8461,20.104,0,0,463,1226,0,1226,12,0,0,0,0,0.054721664,0.14490013,0,0.14490013,0.001418272,0,0
National,X,2004,1,6936,12.4279,0,0,280,573,0,573,9,0,0,0,0,0.040369089,0.082612457,0,0.082612457,0.001297578,0,0
National,X,2004,2,5411,9.33284,0,0,169,331,0,331,5,0,0,0,0,0.031232674,0.061171687,0,0.061171687,0.000924044,0,0
National,X,2004,3,4329,6.00601,0,0,96,161,0,161,3,0,0,0,0,0.022176022,0.037191037,0,0.037191037,0.000693001,0,0
National,X,2004,4,4166,3.98464,0,0,93,70,0,70,3,0,0,0,0,0.022323572,0.016802688,0,0.016802688,0.000720115,0,0
National,X,2004,5,3661,2.9227,0,1,46,58,0,58,2,0,0,0,0.000273149,0.012564873,0.015842666,0,0.015842666,0.000546299,0,0
National,X,2004,6,3530,1.84136,0,0,24,36,0,36,5,0,0,0,0,0.006798867,0.0101983,0,0.0101983,0.001416431,0,0
National,X,2004,7,3136,1.78571,0,0,29,19,0,19,8,0,0,0,0,0.009247449,0.006058673,0,0.006058673,0.00255102,0,0
National,X,2004,8,2559,1.48496,0,0,16,10,0,10,12,0,0,0,0,0.006252442,0.003907776,0,0.003907776,0.004689332,0,0
National,X,2004,9,2651,0.678989,0,0,4,6,0,6,8,0,0,0,0,0.001508865,0.002263297,0,0.002263297,0.003017729,0,0
National,X,2004,10,2369,0.590967,0,0,2,6,0,6,6,0,0,0,0,0.000844238,0.002532714,0,0.002532714,0.002532714,0,0
National,X,2004,11,2239,0.580616,0,0,4,7,0,7,2,0,0,0,0,0.001786512,0.003126396,0,0.003126396,0.000893256,0,0
National,X,2004,12,1801,1.33259,0,0,5,4,0,4,15,0,0,0,0,0.002776235,0.002220988,0,0.002220988,0.008328706,0,0
National,X,2004,13,1850,0.918919,0,0,3,5,0,5,9,0,0,0,0,0.001621622,0.002702703,0,0.002702703,0.004864865,0,0
National,X,2004,14,1778,0.506187,0,0,0,1,0,1,8,0,0,0,0,0,0.00056243,0,0.00056243,0.004499438,0,0
National,X,2004,15,1564,0.959079,0,0,0,3,0,3,12,0,0,0,0,0,0.001918159,0,0.001918159,0.007672634,0,0
National,X,2004,16,1449,1.65631,0,0,2,11,0,11,11,0,0,0,0,0.001380262,0.007591442,0,0.007591442,0.007591442,0,0
National,X,2004,17,1377,0.798838,0,0,0,4,0,4,7,0,0,0,0,0,0.002904866,0,0.002904866,0.005083515,0,0
National,X,2004,18,1298,0.693374,0,0,0,3,0,3,6,0,0,0,0,0,0.002311248,0,0.002311248,0.004622496,0,0
National,X,2004,19,1241,0.16116,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.001611604,0,0
National,X,2004,20,1105,0.361991,0,0,0,1,0,1,3,0,0,0,0,0,0.000904977,0,0.000904977,0.002714932,0,0
National,X,2004,21,1055,0.56872,0,0,1,2,0,2,3,0,0,0,0,0.000947867,0.001895735,0,0.001895735,0.002843602,0,0
National,X,2004,22,823,0.72904,0,0,0,2,0,2,4,0,0,0,0,0,0.002430134,0,0.002430134,0.004860267,0,0
National,X,2004,23,793,0.37831,0,0,0,1,0,1,2,0,0,0,0,0,0.001261034,0,0.001261034,0.002522068,0,0
National,X,2004,24,844,0.236967,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.002369668,0,0
National,X,2004,25,741,0.404858,0,0,1,1,0,1,1,0,0,0,0,0.001349528,0.001349528,0,0.001349528,0.001349528,0,0
National,X,2004,26,730,0.410959,0,0,1,0,0,0,2,0,0,0,0,0.001369863,0,0,0,0.002739726,0,0
National,X,2004,27,573,0.17452,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.001745201,0,0
National,X,2004,28,746,0.268097,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.002680965,0,0
National,X,2004,29,563,0.35524,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.003552398,0,0
National,X,2004,30,671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National,X,2004,31,628,0.318471,0,0,1,0,0,0,1,0,0,0,0,0.001592357,0,0,0,0.001592357,0,0
National,X,2004,32,620,0.16129,0,0,1,0,0,0,0,0,0,0,0,0.001612903,0,0,0,0,0,0
National,X,2004,33,647,0.15456,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.001545595,0,0
National,X,2004,34,823,0.486027,0,0,0,3,0,3,1,0,0,0,0,0,0.0036452,0,0.0036452,0.001215067,0,0
National,X,2004,35,827,0.483676,0,0,4,0,0,0,0,0,0,0,0,0.004836759,0,0,0,0,0,0
National,X,2004,36,822,0.364964,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0.003649635,0,0
National,X,2004,37,907,0.771775,0,0,1,4,0,4,2,0,0,0,0,0.001102536,0.004410143,0,0.004410143,0.002205072,0,0
National,X,2004,38,890,0.449438,0,0,2,1,0,1,1,0,0,0,0,0.002247191,0.001123596,0,0.001123596,0.001123596,0,0
National,X,2004,39,919,1.52339,0,0,4,8,0,8,2,0,0,0,0,0.004352557,0.008705114,0,0.008705114,0.002176279,0,0
National,X,2004,40,1860,0.645161,0,0,5,3,0,3,4,0,0,0,0,0.002688172,0.001612903,0,0.001612903,0.002150538,0,0
National,X,2004,41,2154,0.649954,0,0,10,3,0,3,1,0,0,0,0,0.004642526,0.001392758,0,0.001392758,0.000464253,0,0
National,X,2004,42,2412,1.61692,0,0,16,12,0,12,11,0,0,0,0,0.006633499,0.004975124,0,0.004975124,0.004560531,0,0
National,X,2004,43,2620,1.22137,0,0,13,12,0,12,7,0,0,0,0,0.004961832,0.004580153,0,0.004580153,0.002671756,0,0
National,X,2004,44,2771,1.62396,0,0,19,10,0,10,16,0,0,0,0,0.00685673,0.003608805,0,0.003608805,0.005774089,0,0
National,X,2004,45,3074,2.01692,0,0,28,10,0,10,24,0,0,0,0,0.009108653,0.00325309,0,0.00325309,0.007807417,0,0
National,X,2004,46,3310,2.77946,0,0,41,30,0,30,21,0,0,0,0,0.012386707,0.009063444,0,0.009063444,0.006344411,0,0
National,X,2004,47,3111,1.96078,0,0,18,22,0,22,21,0,0,0,0,0.005785921,0.007071681,0,0.007071681,0.006750241,0,0
National,X,2004,48,3826,3.58076,0,0,65,40,0,40,32,0,0,0,0,0.016989022,0.010454783,0,0.010454783,0.008363826,0,0
National,X,2004,49,3846,5.0182,0,0,88,73,0,73,32,0,0,0,0,0.022880915,0.018980759,0,0.018980759,0.008320333,0,0
National,X,2004,50,4359,6.56114,0,1,114,126,0,126,45,0,0,0,0.00022941,0.026152787,0.028905712,0,0.028905712,0.010323469,0,0
National,X,2004,51,4509,11.7764,0,1,186,290,0,290,54,0,0,0,0.000221779,0.041250832,0.064315813,0,0.064315813,0.011976048,0,0
National,X,2004,52,5807,16.7556,0,0,340,510,0,510,123,0,0,0,0,0.058550026,0.087825039,0,0.087825039,0.021181333,0,0
National,X,2005,1,6921,18.5667,0,2,405,712,0,712,166,0,0,0,0.000288976,0.058517555,0.102875307,0,0.102875307,0.023984973,0,0
National,X,2005,2,6646,16.9425,0,2,308,634,0,634,182,0,0,0,0.000300933,0.046343665,0.095395727,0,0.095395727,0.027384893,0,0
National,X,2005,3,6948,21.3443,0,2,377,892,0,892,212,0,0,0,0.000287853,0.054260219,0.128382268,0,0.128382268,0.030512378,0,0
National,X,2005,4,8010,23.2959,0,1,514,1045,0,1045,306,0,0,0,0.000124844,0.064169788,0.130461923,0,0.130461923,0.038202247,0,0
National,X,2005,5,8654,26.8662,0,0,687,1214,0,1214,424,0,0,0,0,0.079385255,0.140281951,0,0.140281951,0.048994685,0,0
National,X,2005,6,9684,26.5489,0,2,640,1451,0,1451,478,0,0,0,0.000206526,0.066088393,0.149834779,0,0.149834779,0.049359769,0,0
National,X,2005,7,10586,25.5526,0,2,692,1398,0,1398,613,0,0,0,0.000188929,0.065369356,0.132061213,0,0.132061213,0.057906669,0,0
National,X,2005,8,9710,23.4604,0,1,524,1135,0,1135,618,0,0,0,0.000102987,0.053964985,0.116889804,0,0.116889804,0.063645726,0,0
National,X,2005,9,8511,19.9507,0,0,228,950,0,950,520,0,0,0,0,0.026788861,0.111620256,0,0.111620256,0.061097403,0,0
National,X,2005,10,7580,16.0422,0,0,163,635,0,635,418,0,0,0,0,0.021503958,0.083773087,0,0.083773087,0.055145119,0,0
National,X,2005,11,6540,16.9419,0,0,148,489,0,489,471,0,0,0,0,0.022629969,0.074770642,0,0.074770642,0.072018349,0,0
National,X,2005,12,5928,14.6592,0,0,103,303,0,303,463,0,0,0,0,0.017375169,0.05111336,0,0.05111336,0.078103914,0,0
